"Chr","bp","gene","cell_type","gene_name","gChr","gbp","cell_typeCode","bp_flat","gbp_flat"
"1",27433400,"2006","Non-hair cells","AT1G72900","1",27432195,"4",27433400,27432195
"1",27439059,"2009","Hair cells","AT1G72930","1",27439452,"2",27439059,27439452
"1",27439059,"2009","Non-hair cells","AT1G72930","1",27439452,"4",27439059,27439452
"1",27439059,"9014","Xylem","AT1G13600","1",4650787,"7",27439059,4650787
"1",27443589,"765","Columella","AT1G21360","1",7481252,"3",27443589,7481252
"1",27458624,"9871","Non-hair cells","AT2G29780","2",12717786,"4",27458624,43139844
"1",27465964,"10235","Hair cells","AT3G13760","3",4517517,"2",27465964,54624641
"1",27469105,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",27469105,79239582
"1",27469255,"2025","Columella","AT1G73290","1",27556397,"3",27469255,27556397
"1",2747190,"302","Xylem pole pericycle","AT1G08640","1",2748398,"8",2747190,2748398
"1",27475901,"2019","Endodermis","AT1G73210","1",27528052,"5",27475901,27528052
"1",27496865,"11086","Cortex","AT4G38650","4",18063166,"1",27496865,91629472
"1",2750058,"302","Hair cells","AT1G08640","1",2748398,"2",2750058,2748398
"1",2750058,"302","Xylem pole pericycle","AT1G08640","1",2748398,"8",2750058,2748398
"1",27508469,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",27508469,79239582
"1",2751104,"302","Xylem pole pericycle","AT1G08640","1",2748398,"8",2751104,2748398
"1",27511598,"10809","Endodermis","AT4G15810","4",8989162,"5",27511598,82555468
"1",27527374,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",27527374,79239582
"1",27527384,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",27527384,79239582
"1",27530850,"11683","Cortex","AT5G64820","5",25913999,"1",27530850,118029009
"1",27532908,"8524","Cortex","AT5G60930","5",24515398,"1",27532908,116630408
"1",27534979,"11911","Cortex","AT1G48870","1",18072325,"1",27534979,18072325
"1",27537065,"11450","Procambium","AT5G43840","5",17625437,"13",27537065,109740447
"1",27547295,"2022","Xylem pole pericycle","AT1G73260","1",27547274,"8",27547295,27547274
"1",27548304,"2007","Epidermis meristem","AT1G72910","1",27435614,"12",27548304,27435614
"1",27548638,"2022","Hair cells","AT1G73260","1",27547274,"2",27548638,27547274
"1",27553572,"2024","Hair cells","AT1G73280","1",27552970,"2",27553572,27552970
"1",27554748,"2024","Hair cells","AT1G73280","1",27552970,"2",27554748,27552970
"1",27555780,"15083","Non-hair cells","AT3G14670","3",4927847,"4",27555780,55034971
"1",27558877,"2019","Endodermis","AT1G73210","1",27528052,"5",27558877,27528052
"1",27559113,"2025","Columella","AT1G73290","1",27556397,"3",27559113,27556397
"1",2756778,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",2756778,69591991
"1",27578213,"2025","Columella","AT1G73290","1",27556397,"3",27578213,27556397
"1",27585428,"13905","Root cap early","AT5G07430","5",2352439,"10",27585428,94467449
"1",27595734,"11088","Cortex","AT4G38700","4",18076459,"1",27595734,91642765
"1",27611218,"1966","Columella","AT1G72125","1",27134168,"3",27611218,27134168
"1",27613771,"12445","Epidermis meristem","AT4G14225","4",8198777,"12",27613771,81765083
"1",2762582,"12323","Non-hair cells","AT3G29340","3",11259587,"4",2762582,61366711
"1",27637426,"11954","Root cap early","AT1G61550","1",22704198,"10",27637426,22704198
"1",27646042,"2031","Hair cells","AT1G73530","1",27643633,"2",27646042,27643633
"1",27647603,"2019","Endodermis","AT1G73210","1",27528052,"5",27647603,27528052
"1",2765862,"14063","Epidermis meristem","AT1G67220","1",25145587,"12",2765862,25145587
"1",27658666,"14565","Hair cells","AT1G04380","1",1176921,"2",27658666,1176921
"1",27669378,"2473","Endodermis","AT2G15128","2",6564104,"5",27669378,36986162
"1",27673500,"2019","Endodermis","AT1G73210","1",27528052,"5",27673500,27528052
"1",27675301,"2925","Root cap lateral","AT2G29660","2",12678890,"11",27675301,43100948
"1",2768230,"12323","Non-hair cells","AT3G29340","3",11259587,"4",2768230,61366711
"1",2772653,"10672","Cortex","AT4G04110","4",1972591,"1",2772653,75538897
"1",27730024,"10406","Root cap lateral","AT3G32030","3",13032458,"11",27730024,63139582
"1",27790239,"2044","Epidermis meristem","AT1G73940","1",27798313,"12",27790239,27798313
"1",27798263,"2044","Epidermis meristem","AT1G73940","1",27798313,"12",27798263,27798313
"1",27831502,"2807","Cortex","AT2G26020","2",11089250,"1",27831502,41511308
"1",27853103,"8969","Xylem","AT1G09812","1",3187817,"7",27853103,3187817
"1",27861354,"1835","Xylem pole pericycle","AT1G68640","1",25769576,"8",27861354,25769576
"1",27866170,"2019","Endodermis","AT1G73210","1",27528052,"5",27866170,27528052
"1",27866170,"2019","Non-hair cells","AT1G73210","1",27528052,"4",27866170,27528052
"1",27870860,"2019","Endodermis","AT1G73210","1",27528052,"5",27870860,27528052
"1",27898741,"12556","Phloem and companion cells","AT5G07650","5",2416375,"14",27898741,94531385
"1",27990791,"10512","Non-hair cells","AT3G52780","3",19561327,"4",27990791,69668451
"1",27999075,"13478","Epidermis meristem","AT4G37560","4",17646408,"12",27999075,91212714
"1",28002981,"9184","Root cap tip","AT1G32450","1",11715150,"9",28002981,11715150
"1",2804796,"310","Hair cells","AT1G08880","1",2846949,"2",2804796,2846949
"1",2804796,"310","Non-hair cells","AT1G08880","1",2846949,"4",2804796,2846949
"1",2804796,"310","Root cap early","AT1G08880","1",2846949,"10",2804796,2846949
"1",2804796,"310","Root cap tip","AT1G08880","1",2846949,"9",2804796,2846949
"1",28057170,"13429","Root cap tip","AT4G15310","4",8736721,"9",28057170,82303027
"1",2806146,"12323","Non-hair cells","AT3G29340","3",11259587,"4",2806146,61366711
"1",28070712,"2077","Columella","AT1G74840","1",28115897,"3",28070712,28115897
"1",28084119,"2077","Columella","AT1G74840","1",28115897,"3",28084119,28115897
"1",28084119,"2077","Root cap early","AT1G74840","1",28115897,"10",28084119,28115897
"1",28115826,"12869","Xylem","AT3G28980","3",10993190,"7",28115826,61100314
"1",28117716,"2077","Columella","AT1G74840","1",28115897,"3",28117716,28115897
"1",28117716,"2077","Non-hair cells","AT1G74840","1",28115897,"4",28117716,28115897
"1",28117716,"2077","Root cap early","AT1G74840","1",28115897,"10",28117716,28115897
"1",28128584,"7890","Phloem and companion cells","AT5G42710","5",17125578,"14",28128584,109240588
"1",28144111,"6179","Phloem and companion cells","AT4G26370","4",13333724,"14",28144111,86900030
"1",28157142,"11940","Cortex","AT1G55980","1",20938899,"1",28157142,20938899
"1",28163931,"9203","Procambium","AT1G34060","1",12396420,"13",28163931,12396420
"1",2818998,"10672","Cortex","AT4G04110","4",1972591,"1",2818998,75538897
"1",28223938,"10477","Root cap tip","AT3G50120","3",18585000,"9",28223938,68692124
"1",28251270,"9296","Root cap tip","AT1G53620","1",20011429,"9",28251270,20011429
"1",28257933,"1549","Protoxylem","AT1G59780","1",21993581,"15",28257933,21993581
"1",2827698,"310","Hair cells","AT1G08880","1",2846949,"2",2827698,2846949
"1",2827698,"310","Non-hair cells","AT1G08880","1",2846949,"4",2827698,2846949
"1",2827698,"310","Root cap early","AT1G08880","1",2846949,"10",2827698,2846949
"1",2827698,"310","Root cap tip","AT1G08880","1",2846949,"9",2827698,2846949
"1",28334603,"12896","Hair cells","AT3G58780","3",21738460,"2",28334603,71845584
"1",28353341,"11872","Non-hair cells","AT1G29200","1",10207822,"4",28353341,10207822
"1",28355530,"2107","Cortex","AT1G75580","1",28377461,"1",28355530,28377461
"1",28371206,"13769","Root cap early","AT2G34820","2",14689624,"10",28371206,45111682
"1",28381968,"2107","Cortex","AT1G75580","1",28377461,"1",28381968,28377461
"1",28400142,"2110","Non-hair cells","AT1G75630","1",28400544,"4",28400142,28400544
"1",28400697,"2110","Non-hair cells","AT1G75630","1",28400544,"4",28400697,28400544
"1",28435547,"12571","Root cap early","AT5G09480","5",2950914,"10",28435547,95065924
"1",28443410,"9386","Xylem","AT1G63310","1",23486307,"7",28443410,23486307
"1",2844909,"310","Cortex","AT1G08880","1",2846949,"1",2844909,2846949
"1",2844909,"310","Endodermis","AT1G08880","1",2846949,"5",2844909,2846949
"1",2844909,"310","Hair cells","AT1G08880","1",2846949,"2",2844909,2846949
"1",2844909,"310","Non-hair cells","AT1G08880","1",2846949,"4",2844909,2846949
"1",2844909,"310","Phloem pole pericycle","AT1G08880","1",2846949,"6",2844909,2846949
"1",2844909,"310","Root cap early","AT1G08880","1",2846949,"10",2844909,2846949
"1",2844909,"310","Root cap tip","AT1G08880","1",2846949,"9",2844909,2846949
"1",2848145,"12323","Non-hair cells","AT3G29340","3",11259587,"4",2848145,61366711
"1",2848145,"15575","Non-hair cells","AT1G74456","1",27984745,"4",2848145,27984745
"1",2848702,"310","Cortex","AT1G08880","1",2846949,"1",2848702,2846949
"1",2848702,"310","Hair cells","AT1G08880","1",2846949,"2",2848702,2846949
"1",2848702,"310","Non-hair cells","AT1G08880","1",2846949,"4",2848702,2846949
"1",2848702,"310","Root cap tip","AT1G08880","1",2846949,"9",2848702,2846949
"1",28487420,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",28487420,79239582
"1",28511106,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",28511106,79239582
"1",28516129,"12054","Xylem","AT2G05180","2",1875390,"7",28516129,32297448
"1",2851842,"694","Hair cells","AT1G19397","1",6710961,"2",2851842,6710961
"1",28518715,"9238","Procambium","AT1G47920","1",17661095,"13",28518715,17661095
"1",28524311,"2123","Endodermis","AT1G75990","1",28524493,"5",28524311,28524493
"1",28526740,"2123","Endodermis","AT1G75990","1",28524493,"5",28526740,28524493
"1",28558854,"12323","Non-hair cells","AT3G29340","3",11259587,"4",28558854,61366711
"1",28589308,"5099","Endodermis","AT3G54730","3",20259003,"5",28589308,70366127
"1",28589308,"5099","Procambium","AT3G54730","3",20259003,"13",28589308,70366127
"1",28589308,"5099","Xylem pole pericycle","AT3G54730","3",20259003,"8",28589308,70366127
"1",2863582,"2218","Epidermis meristem","AT1G78730","1",29607689,"12",2863582,29607689
"1",2865795,"2218","Epidermis meristem","AT1G78730","1",29607689,"12",2865795,29607689
"1",2871979,"8253","Columella","AT5G53370","5",21649532,"3",2871979,113764542
"1",28765755,"2148","Cortex","AT1G76650","1",28766750,"1",28765755,28766750
"1",28765755,"2148","Hair cells","AT1G76650","1",28766750,"2",28765755,28766750
"1",28765755,"2148","Non-hair cells","AT1G76650","1",28766750,"4",28765755,28766750
"1",28767376,"2148","Cortex","AT1G76650","1",28766750,"1",28767376,28766750
"1",28767376,"2148","Hair cells","AT1G76650","1",28766750,"2",28767376,28766750
"1",28767376,"2148","Non-hair cells","AT1G76650","1",28766750,"4",28767376,28766750
"1",28767705,"2148","Cortex","AT1G76650","1",28766750,"1",28767705,28766750
"1",28767705,"2148","Hair cells","AT1G76650","1",28766750,"2",28767705,28766750
"1",28767705,"2148","Non-hair cells","AT1G76650","1",28766750,"4",28767705,28766750
"1",28767734,"6885","Columella","AT5G04960","5",1461907,"3",28767734,93576917
"1",28781169,"9548","Procambium","AT1G76800","1",28829308,"13",28781169,28829308
"1",28802427,"9548","Procambium","AT1G76800","1",28829308,"13",28802427,28829308
"1",28802427,"9548","Xylem pole pericycle","AT1G76800","1",28829308,"8",28802427,28829308
"1",28816688,"9546","Endodermis","AT1G76705","1",28786450,"5",28816688,28786450
"1",28816688,"9546","Phloem pole pericycle","AT1G76705","1",28786450,"6",28816688,28786450
"1",28816688,"9546","Root cap tip","AT1G76705","1",28786450,"9",28816688,28786450
"1",28825804,"9548","Procambium","AT1G76800","1",28829308,"13",28825804,28829308
"1",28825804,"9548","Xylem pole pericycle","AT1G76800","1",28829308,"8",28825804,28829308
"1",28829092,"9548","Procambium","AT1G76800","1",28829308,"13",28829092,28829308
"1",28829092,"9548","Xylem pole pericycle","AT1G76800","1",28829308,"8",28829092,28829308
"1",28832215,"2154","Epidermis meristem","AT1G76860","1",28854414,"12",28832215,28854414
"1",28838479,"12293","Non-hair cells","AT3G22231","3",7845823,"4",28838479,57952947
"1",28858033,"2154","Epidermis meristem","AT1G76860","1",28854414,"12",28858033,28854414
"1",28858649,"2154","Epidermis meristem","AT1G76860","1",28854414,"12",28858649,28854414
"1",28860595,"2154","Epidermis meristem","AT1G76860","1",28854414,"12",28860595,28854414
"1",28897128,"2158","Hair cells","AT1G76930","1",28895301,"2",28897128,28895301
"1",28900891,"12323","Non-hair cells","AT3G29340","3",11259587,"4",28900891,61366711
"1",28920399,"12023","Cortex","AT1G76960","1",28920457,"1",28920399,28920457
"1",28920399,"12023","Hair cells","AT1G76960","1",28920457,"2",28920399,28920457
"1",28920399,"12023","Non-hair cells","AT1G76960","1",28920457,"4",28920399,28920457
"1",28925016,"1356","Root cap tip","AT1G51770","1",19201789,"9",28925016,19201789
"1",28927132,"11086","Root cap early","AT4G38650","4",18063166,"10",28927132,91629472
"1",28939490,"12919","Xylem","AT4G17860","4",9924698,"7",28939490,83491004
"1",28951797,"13593","Xylem pole pericycle","AT5G44690","5",18029338,"8",28951797,110144348
"1",28952599,"13593","Xylem pole pericycle","AT5G44690","5",18029338,"8",28952599,110144348
"1",28965113,"12664","Xylem pole pericycle","AT5G44575","5",17973838,"8",28965113,110088848
"1",28974274,"1101","Procambium","AT1G32583","1",11785806,"13",28974274,11785806
"1",28975395,"2164","Cortex","AT1G77120","1",28975394,"1",28975395,28975394
"1",28975395,"2164","Non-hair cells","AT1G77120","1",28975394,"4",28975395,28975394
"1",28975395,"2164","Root cap early","AT1G77120","1",28975394,"10",28975395,28975394
"1",28992716,"12323","Non-hair cells","AT3G29340","3",11259587,"4",28992716,61366711
"1",29002749,"15284","Non-hair cells","AT4G29460","4",14482875,"4",29002749,88049181
"1",29027285,"2770","Columella","AT2G24700","2",10513016,"3",29027285,40935074
"1",29027386,"12971","Endodermis","AT5G37485","5",14886193,"5",29027386,107001203
"1",29067200,"10643","Hair cells","AT4G01520","4",656407,"2",29067200,74222713
"1",29081160,"5801","Xylem","AT4G15400","4",8811928,"7",29081160,82378234
"1",29126608,"12323","Non-hair cells","AT3G29340","3",11259587,"4",29126608,61366711
"1",29128547,"11066","Phloem and companion cells","AT4G37490","4",17621886,"14",29128547,91188192
"1",29133757,"11152","Phloem pole pericycle","AT5G05340","5",1578951,"6",29133757,93693961
"1",29133757,"13202","Hair cells","AT2G13550","2",5648542,"2",29133757,36070600
"1",2916962,"10061","Non-hair cells","AT2G46450","2",19065716,"4",2916962,49487774
"1",29175964,"12323","Non-hair cells","AT3G29340","3",11259587,"4",29175964,61366711
"1",291875,"2205","Protoxylem","AT1G78290","1",29457205,"15",291875,29457205
"1",29204558,"3","Protoxylem","AT1G01060","1",33379,"15",29204558,33379
"1",29205728,"6925","Xylem","AT5G05890","5",1772543,"7",29205728,93887553
"1",29206669,"2185","Root cap early","AT1G77710","1",29206635,"10",29206669,29206635
"1",292103,"12323","Non-hair cells","AT3G29340","3",11259587,"4",292103,61366711
"1",29218385,"3290","Phloem and companion cells","AT2G38823","2",16224072,"14",29218385,46646130
"1",29225488,"11107","Root cap early","AT5G01320","5",129302,"10",29225488,92244312
"1",29227877,"15392","Hair cells","AT5G24206","5",8213626,"2",29227877,100328636
"1",29227877,"2476","Columella","AT2G15292","2",6644281,"3",29227877,37066339
"1",29229852,"1653","Columella","AT1G63245","1",23460529,"3",29229852,23460529
"1",29229852,"4835","Columella","AT3G47540","3",17521029,"3",29229852,67628153
"1",29240915,"2188","Root cap early","AT1G77760","1",29235803,"10",29240915,29235803
"1",29243254,"14225","Hair cells","AT3G44120","3",15878399,"2",29243254,65985523
"1",29273524,"4202","Protoxylem","AT3G15740","3",5333879,"15",29273524,55441003
"1",29278783,"3131","Cortex","AT2G35240","2",14844940,"1",29278783,45266998
"1",29279254,"2206","Protoxylem","AT1G78320","1",29467437,"15",29279254,29467437
"1",29281836,"12323","Non-hair cells","AT3G29340","3",11259587,"4",29281836,61366711
"1",29298759,"6358","Protoxylem","AT4G30900","4",15039432,"15",29298759,88605738
"1",29305965,"12323","Non-hair cells","AT3G29340","3",11259587,"4",29305965,61366711
"1",29308356,"10897","Xylem","AT4G21870","4",11603568,"7",29308356,85169874
"1",29308356,"7740","Non-hair cells","AT5G37490","5",14887478,"4",29308356,107002488
"1",29309215,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",29309215,69591991
"1",29309313,"12323","Non-hair cells","AT3G29340","3",11259587,"4",29309313,61366711
"1",29310581,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",29310581,69591991
"1",29311880,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",29311880,69591991
"1",29312082,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",29312082,69591991
"1",2931219,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",2931219,69591991
"1",29322995,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",29322995,69591991
"1",29335368,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",29335368,69591991
"1",29340090,"7740","Non-hair cells","AT5G37490","5",14887478,"4",29340090,107002488
"1",29348882,"2206","Hair cells","AT1G78320","1",29467437,"2",29348882,29467437
"1",29348882,"2206","Protoxylem","AT1G78320","1",29467437,"15",29348882,29467437
"1",29362491,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",29362491,69591991
"1",29369408,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",29369408,69591991
"1",29370577,"2206","Cortex","AT1G78320","1",29467437,"1",29370577,29467437
"1",29370577,"2206","Hair cells","AT1G78320","1",29467437,"2",29370577,29467437
